dataset	cluster_id	reviewer	raw_label	normalised_label	provided_cl_id	reviewer_confidence	markers	tissue	species	condition	candidate_ids	candidate_labels	candidate_scores	component_cl_ids	component_labels	component_agreement	final_status	decision	cl_id	canonical_label	mapping_method	specificity_relation	conf_cat	reason	proposed_cl_id	proposed_canonical_label	single_cl_ready	adjudication_ready	evaluation_ready	editor_input_type	mapper_a_status	mapper_a_rank	mapper_a_cl_id	mapper_a_specificity	mapper_a_confidence	mapper_b_status	mapper_b_rank	mapper_b_cl_id	mapper_b_specificity	mapper_b_confidence	ab_clid_agreement	ab_specificity_agreement	verifier_called	verifier_verdict	verifier_reason	verifier_action	hash_a	hash_b	hash_v	source_file	source_run_id	model	prompt_version	pipeline_version	ontology_version	ontology_checksum	temperature	max_tokens	top_k	marker_limit
Sikkema_lung	cluster_2	cassia	Airway basal epithelial cell / basal progenitor	airwaybasalepithelialcellbasalprogenitor	NA	NA	ZNF562|GSAP|LURAP1|TP63|EMC4|ZNF700|CCDC74A|PDCD1LG2|PKP1|DSC1|TNC|PTPRZ1|FGFBP2|KRTAP19-8|CRYL1|TNFAIP8|TOP2A|FAT2|ZNF552|TVP23A	lung	human	health_and_disease_reference_atlas	CL:0002633|CL:0002368|CL:4033023|CL:4033055|CL:4033024	respiratory basal cell|respiratory tract epithelial cell|airway submucosal gland collecting duct epithelial cell|airway submucosal gland duct multiciliated cell|airway submucosal gland duct basal cell	0.855|0.835|0.821|0.807|0.795	NA	NA	NA	mapped_evidence	accept_after_verifier	CL:0002633	respiratory basal cell	evidence_llm	exact	high	A/B consistent; spec=exact	CL:0002633	respiratory basal cell	TRUE	TRUE	TRUE	single_cl_id	mapped	1	CL:0002633	exact	high	mapped	5	CL:0002633	exact	high	TRUE	TRUE	TRUE	accept	NA	accept	398218e075af00c1444ae7fc26335861236d1b001a325ed794bfa9067a1d4861	40782297c36354bceb67717b7ccb48f302e5de6ec37185ad1a42695706ac3412	4b8de9d66b26a8312d76737017dcd65d992be415a0c56431b50e5c09163b6314	03b_cassia/CASSIA_lung_human_20260803_170442/01_annotation_results/annotation_cassia_FINAL_RESULTS.csv	20260803_165920	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Sikkema_lung	cluster_3	cassia	Endothelial cell	endothelialcell	NA	90	NA	lung	human	health_and_disease_reference_atlas	CL:0000115	endothelial cell	NA	NA	NA	NA	mapped	deterministic	CL:0000115	endothelial cell	normalized	exact	NA	deterministic	CL:0000115	endothelial cell	TRUE	TRUE	TRUE	single_cl_id	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	03b_cassia/CASSIA_lung_human_20260803_170442/01_annotation_results/annotation_cassia_FINAL_RESULTS.csv	20260803_165920	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Sikkema_lung	cluster_4	cassia	Ciliated airway epithelial cell / multiciliated epithelial cell	ciliatedairwayepithelialcellmulticiliatedepithelialcell	NA	88	SLC19A1|TP53I11|COL4A1|BTG2-DT|PDE10A|NYX|YIF1A|GSTA1|PLAGL1|DEPTOR|HSP90B1|TMPRSS7|EFCAB6|TLCD4|ACE|DCAF10|NHLRC4|HNF4G|DNAAF6|ZNF154	lung	human	health_and_disease_reference_atlas	CL:0000067|CL:0000064|CL:3000000|CL:0002332|CL:4030034	ciliated epithelial cell|ciliated cell|ciliated epithelial cell of esophagus|multiciliated epithelial cell of the bronchus|respiratory tract multiciliated cell	0.839|0.819|0.799|0.798|0.791	NA	NA	NA	parent_only	ab_parent_child	CL:0000067	ciliated epithelial cell	evidence_llm	exact	NA	A_ancestor_of_B	CL:0000067	ciliated epithelial cell	TRUE	TRUE	TRUE	single_cl_id	mapped	1	CL:0000067	exact	high	mapped	1	CL:4030034	exact	high	FALSE	TRUE	FALSE	NA	NA	NA	84ef9aaecbfa1097d082d75c906938744b21c40bfaee7e7cb225a56b9435fba8	6d294de32376e9579b57d2bd030a907ba099a40d0113e868684cc620919c6575	NA	03b_cassia/CASSIA_lung_human_20260803_170442/01_annotation_results/annotation_cassia_FINAL_RESULTS.csv	20260803_165920	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Sikkema_lung	cluster_5	cassia	Fibroblast / mesenchymal / stromal cell with possible mixed-lineage contamination	fibroblastmesenchymalstromalcellwithpossiblemixedlineagecontamination	NA	90	PNOC|PCID2|FNDC1|CCN5|GFRA2|SLC6A19|DCN|KERA|TANK|OGN|MYH6|UGT2B15|SFRP4|IL17REL|ZNF511|MGST3|ZNF548|MYD88|EFNA5|TBX20	lung	human	health_and_disease_reference_atlas	CL:1000301|CL:0000057|CL:2000017|CL:2000015|CL:0002555	fibroblast of subepithelial connective tissue of prostatic gland|fibroblast|fibroblast of peridontal ligament|fibroblast of arm|fibroblast of mammary gland	0.844|0.829|0.826|0.813|0.806	NA	NA	NA	mixed_signal	ab_consistent_mixed_signal	NA	NA	evidence_llm_abstain	exact	NA	Mapper A/B consistently returned mixed_signal	CL:0000057	fibroblast	FALSE	TRUE	FALSE	candidate_set	mixed_signal	2	CL:0000057	exact	medium	mixed_signal	4	CL:0000057	broadened	medium	TRUE	FALSE	FALSE	NA	NA	NA	246c90b52aec07283306c4b1e5698f079ffebdcfa045c644bf21140329137f59	b7a980809b16e56053420256fb7693740b5a58f6c6a56f22a8c885b5767544ea	NA	03b_cassia/CASSIA_lung_human_20260803_170442/01_annotation_results/annotation_cassia_FINAL_RESULTS.csv	20260803_165920	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Sikkema_lung	cluster_6	cassia	Macrophage	macrophage	NA	NA	NA	lung	human	health_and_disease_reference_atlas	CL:0000235	macrophage	NA	NA	NA	NA	mapped	deterministic	CL:0000235	macrophage	normalized	exact	NA	deterministic	CL:0000235	macrophage	TRUE	TRUE	TRUE	single_cl_id	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	03b_cassia/CASSIA_lung_human_20260803_170442/01_annotation_results/annotation_cassia_FINAL_RESULTS.csv	20260803_165920	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Sikkema_lung	cluster_7	cassia	B lymphocytes / B cells	blymphocytebcell	NA	88	PDZD8|PAIP1|B3GAT3|GYG1|KANK2|IPPK|CD79A|IGKV5-2|PDLIM5|HYDIN|ARID3B|VWA5A|CD69|KLHL30|RGS1|RPE65|SLC19A3|BIRC3|SLC2A1-DT|MDN1	lung	human	health_and_disease_reference_atlas	CL:0000236|CL:0000542|CL:0017006|CL:0000819|CL:0000822	B cell|lymphocyte|B-lymphoblast|B-1 B cell|B-2 B cell	0.938|0.875|0.862|0.86|0.86	NA	NA	NA	mapped_evidence	accept_after_verifier	CL:0000236	B cell	evidence_llm	exact	high	A/B consistent; spec=exact	CL:0000236	B cell	TRUE	TRUE	TRUE	single_cl_id	mapped	1	CL:0000236	exact	high	mapped	5	CL:0000236	exact	high	TRUE	TRUE	TRUE	accept	NA	accept	815c57aa683dfd4ba8f724f37f01b4b5a0040dfce38209e24ab8e7cd67e38056	934d4ec33b162c18990a9183f3ff8a75e8e0f1990ca83b0a96732162ec8202be	1aaf0b4e6c973fae745ac4f91a724b11135222e79341c48dc8f1aefe4df4a95d	03b_cassia/CASSIA_lung_human_20260803_170442/01_annotation_results/annotation_cassia_FINAL_RESULTS.csv	20260803_165920	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Sikkema_lung	cluster_8	cassia	Myeloid lineage — monocyte/macrophage (mononuclear phagocyte)	myeloidlineagemonocytemacrophagemononuclearphagocyte	NA	NA	TGFA|FCN1|ELSPBP1|CCDC30|CMC1|ZNF496|AAR2|ELK1|PLGLB2|SERPINB2|KCNJ2|STYXL1|SIN3B|STAB1|VCAN|PRKAG3|LILRB1|CNR2|MS4A6A|TPM3	lung	human	health_and_disease_reference_atlas	CL:0000839|CL:4301613|CL:0000763|CL:4072002|CL:0000218	myeloid lineage restricted progenitor cell|myelin-forming oligodendrocyte (Mmus)|myeloid cell|myelin-forming oligodendrocyte|myelinating Schwann cell	0.823|0.801|0.8|0.795|0.794	NA	NA	NA	mapped_evidence	accept_after_verifier	CL:0000763	myeloid cell	evidence_llm	broadened	medium	A/B consistent; spec=broadened	CL:0000763	myeloid cell	TRUE	TRUE	TRUE	single_cl_id	mapped	3	CL:0000763	broadened	medium	mapped	3	CL:0000763	broadened	medium	TRUE	TRUE	TRUE	accept	NA	accept	e67b47a8f4aa86b107fcc47ffe225131f29ffee955d12d5c47cfe3c5ac36849e	57e512da4b4c5c6f536d3a107e842a7963f2cf59223bc3d758b561c949876a18	164c5bb7ea0261280538adb365d3ce21bdac19f57700560e1a12565450c18922	03b_cassia/CASSIA_lung_human_20260803_170442/01_annotation_results/annotation_cassia_FINAL_RESULTS.csv	20260803_165920	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Sikkema_lung	cluster_9	cassia	Cytotoxic αβ T lymphocyte / type-1 effector T cell	cytotoxicalphabetatlymphocytetype1effectortcell	NA	NA	CPEB2|CLEC1A|METTL23|ARC|MAB21L1|CLRN3|IGHE|SF3B1|MYOM2|NFKBIL1|NKG7|PPDPFL|GRM3|GZMB|TBX21|KLRC1|GZMH|POU2F1|CST7|TTC39C	lung	human	health_and_disease_reference_atlas	CL:0000910|CL:0000939|CL:0002295|CL:4023059|CL:0002059	cytotoxic T cell|CD16-positive, CD56-dim natural killer cell, human|type-6 epithelial cell of thymus|committed oligodendrocyte precursor|CD8-alpha-positive thymic conventional dendritic cell	0.831|0.777|0.72|0.719|0.716	NA	NA	NA	mapped_evidence	accept_after_verifier	CL:0000910	cytotoxic T cell	evidence_llm	exact	high	A/B consistent; spec=exact	CL:0000910	cytotoxic T cell	TRUE	TRUE	TRUE	single_cl_id	mapped	1	CL:0000910	exact	high	mapped	5	CL:0000910	exact	high	TRUE	TRUE	TRUE	accept	NA	accept	6d3c04cac7acf26dbe541104867cc827cae8745e5a19d35846177e2494a63f71	7c8482d9484526540be4f17f54938e979da32302a69b646b72493cec5d4fcd9b	cdb638c2bb01ebda557184fe244c9117bfeebbde829bfabe5e820f15db6aa110	03b_cassia/CASSIA_lung_human_20260803_170442/01_annotation_results/annotation_cassia_FINAL_RESULTS.csv	20260803_165920	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Sikkema_lung	cluster_1	in_house	T cell	tcell	CL:0000084	0	NA	lung	human	health_and_disease_reference_atlas	CL:0000084	T cell	NA	NA	NA	NA	mapped	deterministic	CL:0000084	T cell	provided_valid_clid	exact	NA	deterministic	CL:0000084	T cell	TRUE	TRUE	TRUE	single_cl_id	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	07_our_summary/summary.csv	20260803_165920	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Sikkema_lung	cluster_10	in_house	epithelial cell	epithelialcell	CL:0000066	8	NA	lung	human	health_and_disease_reference_atlas	CL:0000066	epithelial cell	NA	NA	NA	NA	mapped	deterministic	CL:0000066	epithelial cell	provided_valid_clid	exact	NA	deterministic	CL:0000066	epithelial cell	TRUE	TRUE	TRUE	single_cl_id	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	07_our_summary/summary.csv	20260803_165920	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Sikkema_lung	cluster_11	in_house	epithelial cell	epithelialcell	CL:0000066	0	NA	lung	human	health_and_disease_reference_atlas	CL:0000066	epithelial cell	NA	NA	NA	NA	mapped	deterministic	CL:0000066	epithelial cell	provided_valid_clid	exact	NA	deterministic	CL:0000066	epithelial cell	TRUE	TRUE	TRUE	single_cl_id	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	07_our_summary/summary.csv	20260803_165920	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Sikkema_lung	cluster_2	in_house	epithelial cell	epithelialcell	CL:0000066	7	NA	lung	human	health_and_disease_reference_atlas	CL:0000066	epithelial cell	NA	NA	NA	NA	mapped	deterministic	CL:0000066	epithelial cell	provided_valid_clid	exact	NA	deterministic	CL:0000066	epithelial cell	TRUE	TRUE	TRUE	single_cl_id	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	07_our_summary/summary.csv	20260803_165920	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Sikkema_lung	cluster_3	in_house	endothelial cell	endothelialcell	CL:0000115	0	NA	lung	human	health_and_disease_reference_atlas	CL:0000115	endothelial cell	NA	NA	NA	NA	mapped	deterministic	CL:0000115	endothelial cell	provided_valid_clid	exact	NA	deterministic	CL:0000115	endothelial cell	TRUE	TRUE	TRUE	single_cl_id	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	07_our_summary/summary.csv	20260803_165920	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Sikkema_lung	cluster_4	in_house	epithelial cell	epithelialcell	CL:0000066	7	NA	lung	human	health_and_disease_reference_atlas	CL:0000066	epithelial cell	NA	NA	NA	NA	mapped	deterministic	CL:0000066	epithelial cell	provided_valid_clid	exact	NA	deterministic	CL:0000066	epithelial cell	TRUE	TRUE	TRUE	single_cl_id	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	07_our_summary/summary.csv	20260803_165920	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Sikkema_lung	cluster_5	in_house	mesenchymal cell	mesenchymalcell	CL:0008019	0	NA	lung	human	health_and_disease_reference_atlas	CL:0008019	mesenchymal cell	NA	NA	NA	NA	mapped	deterministic	CL:0008019	mesenchymal cell	provided_valid_clid	exact	NA	deterministic	CL:0008019	mesenchymal cell	TRUE	TRUE	TRUE	single_cl_id	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	07_our_summary/summary.csv	20260803_165920	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Sikkema_lung	cluster_6	in_house	macrophage	macrophage	CL:0000235	0	NA	lung	human	health_and_disease_reference_atlas	CL:0000235	macrophage	NA	NA	NA	NA	mapped	deterministic	CL:0000235	macrophage	provided_valid_clid	exact	NA	deterministic	CL:0000235	macrophage	TRUE	TRUE	TRUE	single_cl_id	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	07_our_summary/summary.csv	20260803_165920	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Sikkema_lung	cluster_7	in_house	activated mature B cell	activatedmaturebcell	CL:0000236	5	NA	lung	human	health_and_disease_reference_atlas	CL:0000236	B cell	NA	NA	NA	NA	mapped	deterministic	CL:0000236	B cell	provided_valid_clid	exact	NA	deterministic	CL:0000236	B cell	TRUE	TRUE	TRUE	single_cl_id	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	07_our_summary/summary.csv	20260803_165920	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Sikkema_lung	cluster_8	in_house	monocyte	monocyte	CL:0000576	0	NA	lung	human	health_and_disease_reference_atlas	CL:0000576	monocyte	NA	NA	NA	NA	mapped	deterministic	CL:0000576	monocyte	provided_valid_clid	exact	NA	deterministic	CL:0000576	monocyte	TRUE	TRUE	TRUE	single_cl_id	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	07_our_summary/summary.csv	20260803_165920	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Sikkema_lung	cluster_9	in_house	T cell	tcell	CL:0000084	0	NA	lung	human	health_and_disease_reference_atlas	CL:0000084	T cell	NA	NA	NA	NA	mapped	deterministic	CL:0000084	T cell	provided_valid_clid	exact	NA	deterministic	CL:0000084	T cell	TRUE	TRUE	TRUE	single_cl_id	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	07_our_summary/summary.csv	20260803_165920	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Sikkema_lung	cluster_1	enrichment	Cytotoxic T lymphocyte (CTL), possibly activated/exhausted CD8+ T cell	cytotoxictlymphocytectlpossiblyactivatedexhaustedcd8positiveitivetcell	NA	NA	TBC1D16|TTF2|GOLGA6L22|S100A1|RUSC2|SLC25A27|TRAV3|SLC2A1-DT|LIX1L|TRBV28|GALNT9|CLEC2D|KLRB1|ACAP1|ZRANB3|ARHGAP15|TRAF3IP3|IQUB|CNP|RGS1	lung	human	health_and_disease_reference_atlas	CL:0000910|CL:0000939|CL:0000904|CL:0000907|CL:0002295	cytotoxic T cell|CD16-positive, CD56-dim natural killer cell, human|central memory CD4-positive, alpha-beta T cell|central memory CD8-positive, alpha-beta T cell|type-6 epithelial cell of thymus	0.857|0.821|0.736|0.736|0.732	NA	NA	NA	review	specificity_mismatch	NA	NA	evidence_llm_abstain	exact	NA	A spec=exact; B spec=broadened	CL:0000910	cytotoxic T cell	FALSE	TRUE	FALSE	candidate_set	mapped	1	CL:0000910	exact	high	mapped	5	CL:0000910	broadened	high	TRUE	FALSE	FALSE	NA	NA	NA	7adb914c4980beb616db803ba61627057b8d7d01d47cb802aff14529a973df7d	459e9cd387c488970a1a7cf2ee425569f7dada9638be95d239d4c70b01a44cd6	NA	07b_inter_summary/summary.csv	20260803_165920	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Sikkema_lung	cluster_10	enrichment	pulmonary alveolar type 2 cell	pulmonaryalveolartype2cell	CL:0002063	NA	NA	lung	human	health_and_disease_reference_atlas	CL:0002063	pulmonary alveolar type 2 cell	NA	NA	NA	NA	mapped	deterministic	CL:0002063	pulmonary alveolar type 2 cell	provided_valid_clid	exact	NA	deterministic	CL:0002063	pulmonary alveolar type 2 cell	TRUE	TRUE	TRUE	single_cl_id	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	07b_inter_summary/summary.csv	20260803_165920	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Sikkema_lung	cluster_11	enrichment	Unknown/Ambiguous - likely epithelial with possible myeloid contamination	unknownambiguouslikelyepithelialwithpossiblemyeloidcontamination	NA	NA	ZNF75A|TH|C5AR2|CEP250|UAP1L1|PDE4DIPP4|CEACAM5|ZNF334|PSMC2|ATCAY|FAM209A|GOLGA6B|GSTK1|ALG12|LYSMD2|ABLIM2|TCP11|WFDC2|ANPEP|LRSAM1	lung	human	health_and_disease_reference_atlas	CL:0009012|CL:0002298|CL:0002330|CL:0000035|CL:0002209	transit amplifying cell of small intestine|type-5 epithelial cell of thymus|undifferentiated cell of bronchus epithelium|single fate stem cell|intermediate epitheliocyte	0.71|0.702|0.699|0.693|0.692	NA	NA	NA	mixed_signal	ab_consistent_mixed_signal	NA	NA	evidence_llm_abstain	potentially_over_specific	NA	Mapper A/B consistently returned mixed_signal	CL:0002330	undifferentiated cell of bronchus epithelium	FALSE	TRUE	FALSE	candidate_set	mixed_signal	3	CL:0002330	potentially_over_specific	low	mixed_signal	1	CL:0002209	broadened	low	FALSE	FALSE	FALSE	NA	NA	NA	1d1dba34225a9e2d58eacb7e89771877f05b1fd8e0176f26ab6420e96c6b47ba	6dcc6e15ed9fdc19cad7af8526fd86515aa4ab8568f77c06ec0965a053df4f02	NA	07b_inter_summary/summary.csv	20260803_165920	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Sikkema_lung	cluster_2	enrichment	Basal epithelial cell (airway) with potential squamous differentiation	basalepithelialcellairwaywithpotentialsquamousdifferentiation	NA	NA	ZNF562|GSAP|LURAP1|TP63|EMC4|ZNF700|CCDC74A|PDCD1LG2|PKP1|DSC1|TNC|PTPRZ1|FGFBP2|KRTAP19-8|CRYL1|TNFAIP8|TOP2A|FAT2|ZNF552|TVP23A	lung	human	health_and_disease_reference_atlas	CL:0002234|CL:0002236|CL:0002329|CL:0002638|CL:0002160	basal cell of prostatic acinus|basal epithelial cell of prostatic duct|basal epithelial cell of tracheobronchial tree|bronchioalveolar stem cell|basal external epithelial cell of tympanic membrane	0.859|0.856|0.852|0.852|0.827	NA	NA	NA	mapped_evidence	accept_after_verifier	CL:0002329	basal epithelial cell of tracheobronchial tree	evidence_llm	exact	high	A/B consistent; spec=exact	CL:0002329	basal epithelial cell of tracheobronchial tree	TRUE	TRUE	TRUE	single_cl_id	mapped	3	CL:0002329	exact	high	mapped	3	CL:0002329	exact	high	TRUE	TRUE	TRUE	accept	NA	accept	8e4ef21ca0231d30cfb44f2cf37a2a515cc57bc7982531e7c230d68cf5589db2	83c1d48b5495a47bdafed2fdb95d79d496aa6e028ac1566ee11bca3a25635d32	97b349c56625419ce5b364ec728b08d769dd42fc6104a003fcaa4d5311c2f1eb	07b_inter_summary/summary.csv	20260803_165920	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Sikkema_lung	cluster_3	enrichment	Pulmonary vascular endothelial cell (likely capillary endothelial subtype)	pulmonaryvascularendothelialcelllikelycapillaryendothelialsubtype	NA	NA	SMG8|CCL3|GPN2|NIPSNAP1|SLC9B1|LRRC3B|SYNE3|ANAPC16|SPATA42|MRM2|TIE1|ROBO3|LRRIQ3|RCL1|CCDC186|ATP5PF|SLC6A4|AOC2|DYRK2|DYNLT2B	lung	human	health_and_disease_reference_atlas	CL:4028001|CL:0000322|CL:1001568|CL:0002062|CL:0002241	pulmonary capillary endothelial cell|pulmonary alveolar epithelial cell|pulmonary artery endothelial cell|pulmonary alveolar type 1 cell|pulmonary interstitial fibroblast	0.832|0.831|0.826|0.818|0.811	NA	NA	NA	review	verifier_review	NA	NA	evidence_llm_abstain	exact	medium	A/B consistent; spec=exact | verifier: Label indicates 'pulmonary vascular endothelial cell' with 'likely capillary subtype' but the proposed mapping is to a specific capillary subtype without definitive capillary-specific markers; TIE1 and ROBO3 support endothelial identity but not capillary specificity. Also, candidate 5 is listed as 'pulmonary interstitial fibroblast' in the candidate list, not capillary endothelial, causing confusion.	CL:4028001	pulmonary capillary endothelial cell	FALSE	TRUE	FALSE	candidate_set	mapped	1	CL:4028001	exact	medium	mapped	5	CL:4028001	exact	high	TRUE	TRUE	TRUE	review	Label indicates 'pulmonary vascular endothelial cell' with 'likely capillary subtype' but the proposed mapping is to a specific capillary subtype without definitive capillary-specific markers; TIE1 and ROBO3 support endothelial identity but not capillary specificity. Also, candidate 5 is listed as 'pulmonary interstitial fibroblast' in the candidate list, not capillary endothelial, causing confusion.	user_review	de727dad923b231a53f82cb19a9927ea06e903692efb75e97eed7a5c952f755e	f06e7811c198f9552e6e9a0ca0cee23d6036464176135c11ec0209252e10969e	fb1705b6a4128e622e386e19595768cb3dbc767ee13992e38bb023e228f197fd	07b_inter_summary/summary.csv	20260803_165920	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Sikkema_lung	cluster_4	enrichment	Unknown/Ambiguous - likely microvascular endothelial or epithelial progenitor-like with metabolic stress	unknownambiguouslikelymicrovascularendothelialorepithelialprogenitorlikewithmetabolicstress	NA	NA	SLC19A1|TP53I11|COL4A1|BTG2-DT|PDE10A|NYX|YIF1A|GSTA1|PLAGL1|DEPTOR|HSP90B1|TMPRSS7|EFCAB6|TLCD4|ACE|DCAF10|NHLRC4|HNF4G|DNAAF6|ZNF154	lung	human	health_and_disease_reference_atlas	CL:0002209|CL:1000381|CL:1000385|CL:1001106|CL:0002345	intermediate epitheliocyte|type 1 vestibular sensory cell of epithelium of crista of ampulla of semicircular duct of membranous labyrinth|type 2 vestibular sensory cell of epithelium of crista of ampulla of semicircular duct of membranous labyrinth|kidney loop of Henle thick ascending limb epithelial cell|CD27-low, CD11b-low immature natural killer cell, mouse	0.723|0.716|0.716|0.715|0.706	NA	NA	NA	ambiguous	ab_consistent_ambiguous	NA	NA	evidence_llm_abstain	exact	NA	Mapper A/B consistently returned ambiguous	CL:0002209	intermediate epitheliocyte	FALSE	TRUE	FALSE	candidate_set	ambiguous	1	CL:0002209	exact	low	ambiguous	NA	NA	exact	low	FALSE	TRUE	FALSE	NA	NA	NA	21e2a7d3126e2edcea54ec2201307ea6a6115299d52d42519b3b943d0950f2a3	1a77c3be33c2efd0af509d5a407134d842a1757aae4cf4dda9edee7240648c4a	NA	07b_inter_summary/summary.csv	20260803_165920	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Sikkema_lung	cluster_5	enrichment	fibroblast	fibroblast	CL:0000057	NA	NA	lung	human	health_and_disease_reference_atlas	CL:0000057	fibroblast	NA	NA	NA	NA	mapped	deterministic	CL:0000057	fibroblast	provided_valid_clid	exact	NA	deterministic	CL:0000057	fibroblast	TRUE	TRUE	TRUE	single_cl_id	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	07b_inter_summary/summary.csv	20260803_165920	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
Sikkema_lung	cluster_6	enrichment	alveolar macrophage	alveolarmacrophage	CL:0000583	NA	NA	lung	human	health_and_disease_reference_atlas	CL:0000583	alveolar macrophage	NA	NA	NA	NA	mapped	deterministic	CL:0000583	alveolar macrophage	provided_valid_clid	exact	NA	deterministic	CL:0000583	alveolar macrophage	TRUE	TRUE	TRUE	single_cl_id	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	07b_inter_summary/summary.csv	20260803_165920	deepseek-v4-flash	v1.0.0	v1.0.0	2025-07-30	d1f01acb10bb3de97917f294d4a52b6b	0	300	5	20
